Size;Time
20;0.0
40;0.0002512335777282715
60;0.0010755658149719238
80;0.0029935240745544434
100;0.005234479904174805
120;0.00908881425857544
140;0.013852298259735107
160;0.019060730934143066
180;0.02791053056716919
200;0.03763526678085327
220;0.04964554309844971
240;0.06638193130493164
260;0.08391529321670532
280;0.10608524084091187
300;0.13297677040100098
